{'n_target': 500, 'pi_target': 0.4, 'iter': 10, 'acc-pilot-test': 0.9679999947547913, 'acc-pilot-train': 0.992900013923645, 'acc-rw-test': 0.9760000109672546, 'acc-rw-train': 0.9921500086784363, 'acc-ls-test': 0.9739999771118164, 'acc-ls-train': 0.9939500093460083, 'acc-oracle': 0.9679999947547913, 'gold-standard': 0.9760000109672546}
{'n_target': 5000, 'pi_target': 0.1, 'iter': 11, 'acc-pilot-test': 0.9545999765396118, 'acc-pilot-train': 0.9847000241279602, 'acc-rw-test': 0.9747999906539917, 'acc-rw-train': 0.9856500029563904, 'acc-ls-test': 0.9771999716758728, 'acc-ls-train': 0.9802500009536743, 'acc-oracle': 0.9545999765396118, 'gold-standard': 0.9789999723434448}
{'n_target': 500, 'pi_target': 0.1, 'iter': 1, 'acc-pilot-test': 0.9779999852180481, 'acc-pilot-train': 0.9939000010490417, 'acc-rw-test': 0.9800000190734863, 'acc-rw-train': 0.9836000204086304, 'acc-ls-test': 0.9819999933242798, 'acc-ls-train': 0.9751999974250793, 'acc-oracle': 0.9779999852180481, 'gold-standard': 0.9750000238418579}
{'n_target': 20000, 'pi_target': 0.3, 'iter': 7, 'acc-pilot-test': 0.9720500111579895, 'acc-pilot-train': 0.9953500032424927, 'acc-rw-test': 0.9715999960899353, 'acc-rw-train': 0.9914500117301941, 'acc-ls-test': 0.9739999771118164, 'acc-ls-train': 0.9928500056266785, 'acc-oracle': 0.9720500111579895, 'gold-standard': 0.9819999933242798}
{'n_target': 500, 'pi_target': 0.2, 'iter': 3, 'acc-pilot-test': 0.9819999933242798, 'acc-pilot-train': 0.9921500086784363, 'acc-rw-test': 0.9860000014305115, 'acc-rw-train': 0.9870499968528748, 'acc-ls-test': 0.9639999866485596, 'acc-ls-train': 0.9656500220298767, 'acc-oracle': 0.9819999933242798, 'gold-standard': 0.968999981880188}
{'n_target': 5000, 'pi_target': 0.3, 'iter': 18, 'acc-pilot-test': 0.974399983882904, 'acc-pilot-train': 0.9951000213623047, 'acc-rw-test': 0.973800003528595, 'acc-rw-train': 0.9922000169754028, 'acc-ls-test': 0.975600004196167, 'acc-ls-train': 0.9901000261306763, 'acc-oracle': 0.974399983882904, 'gold-standard': 0.9779999852180481}
{'n_target': 500, 'pi_target': 0.4, 'iter': 18, 'acc-pilot-test': 0.9800000190734863, 'acc-pilot-train': 0.9947999715805054, 'acc-rw-test': 0.9760000109672546, 'acc-rw-train': 0.9922500252723694, 'acc-ls-test': 0.9760000109672546, 'acc-ls-train': 0.9939000010490417, 'acc-oracle': 0.9800000190734863, 'gold-standard': 0.9769999980926514}
{'n_target': 20000, 'pi_target': 0.5, 'iter': 13, 'acc-pilot-test': 0.9729499816894531, 'acc-pilot-train': 0.992900013923645, 'acc-rw-test': 0.9707499742507935, 'acc-rw-train': 0.9945499897003174, 'acc-ls-test': 0.9729499816894531, 'acc-ls-train': 0.992900013923645, 'acc-oracle': 0.9729499816894531, 'gold-standard': 0.9679999947547913}
{'n_target': 500, 'pi_target': 0.2, 'iter': 19, 'acc-pilot-test': 0.9620000123977661, 'acc-pilot-train': 0.9915500283241272, 'acc-rw-test': 0.9679999947547913, 'acc-rw-train': 0.9939000010490417, 'acc-ls-test': 0.9819999933242798, 'acc-ls-train': 0.9816499948501587, 'acc-oracle': 0.9620000123977661, 'gold-standard': 0.9700000286102295}
{'n_target': 500, 'pi_target': 0.5, 'iter': 1, 'acc-pilot-test': 0.972000002861023, 'acc-pilot-train': 0.9906499981880188, 'acc-rw-test': 0.949999988079071, 'acc-rw-train': 0.9843500256538391, 'acc-ls-test': 0.972000002861023, 'acc-ls-train': 0.9908000230789185, 'acc-oracle': 0.972000002861023, 'gold-standard': 0.9739999771118164}
{'n_target': 5000, 'pi_target': 0.3, 'iter': 1, 'acc-pilot-test': 0.9639999866485596, 'acc-pilot-train': 0.9942499995231628, 'acc-rw-test': 0.9685999751091003, 'acc-rw-train': 0.9803000092506409, 'acc-ls-test': 0.9682000279426575, 'acc-ls-train': 0.9930999875068665, 'acc-oracle': 0.9639999866485596, 'gold-standard': 0.9800000190734863}
{'n_target': 5000, 'pi_target': 0.1, 'iter': 1, 'acc-pilot-test': 0.974399983882904, 'acc-pilot-train': 0.991349995136261, 'acc-rw-test': 0.9733999967575073, 'acc-rw-train': 0.9743499755859375, 'acc-ls-test': 0.9814000129699707, 'acc-ls-train': 0.9602000117301941, 'acc-oracle': 0.974399983882904, 'gold-standard': 0.9800000190734863}
{'n_target': 500, 'pi_target': 0.3, 'iter': 11, 'acc-pilot-test': 0.9900000095367432, 'acc-pilot-train': 0.9947999715805054, 'acc-rw-test': 0.9919999837875366, 'acc-rw-train': 0.9912499785423279, 'acc-ls-test': 0.9800000190734863, 'acc-ls-train': 0.9869499802589417, 'acc-oracle': 0.9900000095367432, 'gold-standard': 0.9750000238418579}
{'n_target': 500, 'pi_target': 0.5, 'iter': 11, 'acc-pilot-test': 0.9679999947547913, 'acc-pilot-train': 0.9884499907493591, 'acc-rw-test': 0.9599999785423279, 'acc-rw-train': 0.9904500246047974, 'acc-ls-test': 0.9679999947547913, 'acc-ls-train': 0.9884999990463257, 'acc-oracle': 0.9679999947547913, 'gold-standard': 0.9760000109672546}
{'n_target': 20000, 'pi_target': 0.5, 'iter': 5, 'acc-pilot-test': 0.9688500165939331, 'acc-pilot-train': 0.9886000156402588, 'acc-rw-test': 0.9698500037193298, 'acc-rw-train': 0.9940000176429749, 'acc-ls-test': 0.9689000248908997, 'acc-ls-train': 0.9886000156402588, 'acc-oracle': 0.9688500165939331, 'gold-standard': 0.9700000286102295}
{'n_target': 500, 'pi_target': 0.3, 'iter': 5, 'acc-pilot-test': 0.949999988079071, 'acc-pilot-train': 0.988099992275238, 'acc-rw-test': 0.9660000205039978, 'acc-rw-train': 0.9868500232696533, 'acc-ls-test': 0.9539999961853027, 'acc-ls-train': 0.9844499826431274, 'acc-oracle': 0.949999988079071, 'gold-standard': 0.9760000109672546}
{'n_target': 20000, 'pi_target': 0.2, 'iter': 13, 'acc-pilot-test': 0.9722499847412109, 'acc-pilot-train': 0.9926000237464905, 'acc-rw-test': 0.9710000157356262, 'acc-rw-train': 0.9830499887466431, 'acc-ls-test': 0.9689499735832214, 'acc-ls-train': 0.9639000296592712, 'acc-oracle': 0.9722499847412109, 'gold-standard': 0.9700000286102295}
{'n_target': 5000, 'pi_target': 0.5, 'iter': 0, 'acc-pilot-test': 0.9710000157356262, 'acc-pilot-train': 0.9929999709129333, 'acc-rw-test': 0.968999981880188, 'acc-rw-train': 0.9932000041007996, 'acc-ls-test': 0.97079998254776, 'acc-ls-train': 0.9928500056266785, 'acc-oracle': 0.9710000157356262, 'gold-standard': 0.972000002861023}
